dateStart,name,lat,lng
2010-01-07,115-20229,41.700827,-75.889816
2010-01-07,117-20343,41.742831,-77.120187
2010-01-07,117-20516,41.742913,-77.120046
2010-01-07,117-20517,41.742812,-77.119991
2010-01-07,117-20518,41.742863,-77.120019
2010-01-07,117-20438,41.788586,-77.018861
2010-01-08,015-20471,41.722261,-76.188591
2010-01-08,035-21180,41.233162,-77.757691
2010-01-08,105-21623,41.668202,-77.614552
2010-01-08,125-23960,40.0785,-80.224388
2010-01-08,125-23961,40.078527,-80.224416
2010-01-09,019-21661,40.815944,-80.045972
2010-01-09,059-25397,39.903575,-80.302172
2010-01-11,015-20228,41.762052,-76.498033
2010-01-11,117-20406,41.988423,-76.990848
2010-01-12,125-23958,40.078472,-80.224472
2010-01-12,125-23941,40.287777,-80.215777
2010-01-12,125-23942,40.287833,-80.215805
2010-01-12,125-23902,40.287666,-80.215805
2010-01-12,125-23903,40.287722,-80.215805
2010-01-12,125-23904,40.287777,-80.215805
2010-01-12,125-23949,40.287833,-80.215777
2010-01-12,125-23940,40.287611,-80.215777
2010-01-13,005-30488,40.727924,-79.616351
2010-01-13,015-20482,41.62723,-76.427183
2010-01-13,033-26870,41.16207,-78.463259
2010-01-13,083-54353,41.686794,-78.624101
2010-01-13,117-20523,41.808441,-76.933636
2010-01-13,125-23959,40.078444,-80.224444
2010-01-13,129-28129,40.137388,-79.763388
2010-01-14,033-26871,41.162309,-78.463073
2010-01-14,081-20214,41.381455,-77.52783
2010-01-15,033-26888,41.162309,-78.462942
2010-01-16,117-20534,41.826271,-76.984126
2010-01-16,117-20535,41.826285,-76.984076
2010-01-16,117-20537,41.826232,-76.984107
2010-01-16,117-20538,41.826263,-76.984004
2010-01-16,129-28076,40.34198,-79.088986
2010-01-17,013-20012,40.35325,-78.565916
2010-01-18,023-20128,41.595566,-78.331603
2010-01-18,027-21547,41.1343,-77.886609
2010-01-18,027-21546,41.134263,-77.886582
2010-01-18,027-21545,41.13423,-77.886554
2010-01-18,117-20349,41.705341,-77.531663
2010-01-19,059-25378,39.967998,-80.110937
2010-01-19,059-25350,39.967998,-80.110826
2010-01-19,125-23932,40.291038,-80.247788
2010-01-19,125-23934,40.172916,-80.053027
2010-01-20,081-20201,41.302433,-77.339861
2010-01-22,063-36737,40.445457,-79.077263
2010-01-22,117-20536,41.826302,-76.984023
2010-01-22,125-23848,40.088147,-79.974383
2010-01-22,125-23879,40.088199,-79.974157
2010-01-23,059-25360,39.936388,-80.294665
2010-01-24,015-20424,41.717377,-76.147536
2010-01-25,027-21529,41.130858,-77.888737
2010-01-25,027-21567,41.130891,-77.888704
2010-01-25,125-23880,40.088118,-79.974129
2010-01-26,059-25376,39.97847,-80.093964
2010-01-26,117-20431,41.796863,-76.97659
2010-01-27,117-20345,41.705441,-77.531538
2010-01-28,023-20129,41.495867,-78.416409
2010-01-28,059-25242,39.982552,-80.295205
2010-01-28,059-25145,39.982743,-80.295051
2010-01-28,081-20189,41.302458,-77.339875
2010-01-28,081-20200,41.302508,-77.339902
2010-01-28,083-54224,41.679393,-78.502183
2010-01-28,083-54225,41.678921,-78.498155
2010-01-29,065-26831,41.026389,-78.817088
2010-02-01,081-20241,41.275677,-76.650125
2010-02-01,081-20196,41.308061,-76.668405
2010-02-02,027-21533,41.074586,-77.801226
2010-02-02,027-21534,41.074553,-77.801257
2010-02-02,129-28133,40.363055,-79.331638
2010-02-02,129-28134,40.363083,-79.331638
2010-02-02,129-28045,40.309931,-79.179733
2010-02-03,063-36738,40.445435,-79.077296
2010-02-04,019-21662,40.815916,-80.045944
2010-02-04,111-20287,40.033638,-79.184944
2010-02-04,129-28075,40.341355,-79.145665
2010-02-05,047-24381,41.584163,-78.821292
2010-02-05,105-21609,41.673399,-77.606145
2010-02-05,117-20543,41.788602,-77.018811
2010-02-05,125-23872,40.240138,-80.464777
2010-02-06,081-20336,41.544744,-77.094191
2010-02-07,035-21184,41.371366,-77.565951
2010-02-07,035-21185,41.37136,-77.565895
2010-02-07,035-21181,41.371355,-77.565839
2010-02-07,035-21186,41.371352,-77.565787
2010-02-07,117-20522,41.78685,-77.1848
2010-02-08,019-21657,40.796833,-80.0815
2010-02-08,065-26832,41.000691,-78.857186
2010-02-09,129-28264,40.224111,-79.750666
2010-02-12,117-20550,41.847585,-76.923813
2010-02-12,117-20552,41.847618,-76.923713
2010-02-12,117-20554,41.847582,-76.923691
2010-02-14,015-20483,41.627269,-76.427172
2010-02-15,081-20254,41.474156,-77.245306
2010-02-15,105-21612,41.672916,-77.60567
2010-02-15,125-23933,40.29103,-80.247858
2010-02-16,081-20253,41.474233,-77.24528
2010-02-16,117-20551,41.847601,-76.923763
2010-02-16,117-20553,41.847546,-76.923791
2010-02-17,015-20615,41.75013,-76.83853
2010-02-17,081-20199,41.302483,-77.339888
2010-02-17,081-20202,41.302358,-77.339816
2010-02-17,081-20203,41.302408,-77.339847
2010-02-17,081-20204,41.302246,-77.339743
2010-02-18,015-20618,41.750411,-76.838541
2010-02-18,059-25265,40.004894,-80.287847
2010-02-18,059-25267,40.004866,-80.287747
2010-02-18,059-25266,40.004925,-80.287947
2010-02-19,015-20614,41.750111,-76.838655
2010-02-19,015-20223,41.763472,-76.510133
2010-02-20,015-20372,41.722966,-76.799366
2010-02-20,019-21658,40.796861,-80.081555
2010-02-21,015-20617,41.750391,-76.838666
2010-02-22,015-20373,41.722947,-76.799455
2010-02-22,125-23967,40.099385,-80.179633
2010-02-22,125-23944,40.191944,-79.881
2010-02-23,015-20613,41.750091,-76.838783
2010-02-23,015-20616,41.750372,-76.838791
2010-02-23,015-20277,41.860614,-76.677019
2010-02-23,015-20374,41.722927,-76.799541
2010-02-23,015-20425,41.717336,-76.147538
2010-02-23,117-20353,41.692861,-76.98145
2010-02-23,117-20354,41.692875,-76.981361
2010-02-24,005-30493,40.745925,-79.508238
2010-02-24,059-25387,39.985164,-80.118131
2010-02-25,005-30485,40.885988,-79.269466
2010-02-25,081-20156,41.302282,-77.306506
2010-02-25,117-20355,41.692888,-76.981269
2010-02-26,117-20564,41.789547,-77.204689
2010-02-26,117-20357,41.693305,-76.981283
2010-02-26,117-20358,41.693291,-76.981372
2010-02-27,081-20150,41.302338,-77.306534
2010-02-27,081-20151,41.30231,-77.306478
2010-02-27,117-20356,41.693319,-76.981191
2010-03-01,117-20567,41.789564,-77.204637
2010-03-02,015-20506,41.87946,-76.865455
2010-03-02,019-21680,40.781939,-80.036043
2010-03-02,081-20164,41.30231,-77.306562
2010-03-02,081-20215,41.302199,-77.30634
2010-03-02,117-20575,41.74252,-77.120913
2010-03-02,125-23968,40.263416,-80.465388
2010-03-03,007-20297,40.813922,-80.208025
2010-03-03,015-20507,41.879457,-76.865548
2010-03-03,015-20510,41.879182,-76.865391
2010-03-03,015-20511,41.879181,-76.865482
2010-03-03,105-21613,41.685283,-77.603436
2010-03-04,015-20505,41.87946,-76.865363
2010-03-04,115-20231,41.866818,-76.058593
2010-03-05,015-20504,41.879461,-76.865273
2010-03-05,047-24431,41.221329,-78.688845
2010-03-05,051-24305,39.948283,-79.830655
2010-03-05,059-25359,39.936388,-80.294693
2010-03-05,117-20506,41.788014,-77.215237
2010-03-06,015-20508,41.879184,-76.865206
2010-03-06,015-20509,41.879184,-76.865298
2010-03-06,115-20238,41.744763,-75.922466
2010-03-06,115-20196,41.718688,-75.899219
2010-03-07,015-20629,41.756044,-76.826688
2010-03-07,015-20605,41.690236,-76.852636
2010-03-07,081-20251,41.25508,-76.64483
2010-03-08,015-20627,41.75595,-76.826825
2010-03-08,015-20628,41.755997,-76.826755
2010-03-08,015-20604,41.690141,-76.852655
2010-03-08,015-20524,41.837186,-76.893044
2010-03-08,015-20525,41.837205,-76.892955
2010-03-08,015-20531,41.836922,-76.8926
2010-03-08,015-20662,41.828958,-76.65575
2010-03-08,117-20587,41.889351,-76.936738
2010-03-09,015-20603,41.690047,-76.852675
2010-03-09,015-20526,41.837222,-76.892866
2010-03-09,015-20528,41.836866,-76.892866
2010-03-09,125-23864,40.210638,-80.352805
2010-03-09,131-20023,41.565636,-76.101008
2010-03-10,015-20626,41.755905,-76.826891
2010-03-10,015-20602,41.689952,-76.852694
2010-03-10,015-20527,41.837238,-76.892777
2010-03-10,015-20529,41.836886,-76.892777
2010-03-10,015-20484,41.721775,-76.201488
2010-03-10,051-24311,39.958625,-79.84037
2010-03-10,059-25402,39.896169,-80.124858
2010-03-10,059-25379,39.953304,-80.10177
2010-03-10,117-20530,41.987425,-77.502322
2010-03-10,125-24012,40.21075,-80.352805
2010-03-11,015-20530,41.836902,-76.892688
2010-03-11,015-20418,41.657947,-76.275425
2010-03-11,033-26882,41.159473,-78.472168
2010-03-11,105-21645,41.688769,-77.661774
2010-03-11,125-23970,40.21075,-80.352833
2010-03-11,125-23971,40.210694,-80.352833
2010-03-11,125-23972,40.210666,-80.352777
2010-03-11,125-24013,40.210611,-80.352777
2010-03-11,125-23905,40.210805,-80.352861
2010-03-11,125-23906,40.210805,-80.352805
2010-03-12,115-20203,41.698602,-75.959111
2010-03-12,115-20204,41.698436,-75.958922
2010-03-12,125-24011,40.210722,-80.352777
2010-03-13,015-20649,41.681036,-76.31095
2010-03-15,005-30330,40.827343,-79.665791
2010-03-15,015-20573,41.769408,-76.859911
2010-03-15,015-20574,41.769413,-76.859819
2010-03-15,015-20576,41.769422,-76.859636
2010-03-15,015-20278,41.859156,-76.678624
2010-03-15,051-24320,39.999777,-79.660925
2010-03-15,059-25138,39.872121,-80.003648
2010-03-15,059-25410,39.872088,-80.003564
2010-03-16,015-20575,41.769419,-76.859727
2010-03-16,015-20225,41.763444,-76.510236
2010-03-16,015-20625,41.749427,-76.77548
2010-03-16,015-20635,41.749413,-76.775533
2010-03-16,115-20246,41.685911,-76.061669
2010-03-17,015-20580,41.769691,-76.85973
2010-03-17,015-20632,41.756122,-76.826847
2010-03-17,081-20255,41.26205,-76.618991
2010-03-17,111-20289,39.793062,-79.185649
2010-03-17,117-20597,41.906265,-76.92522
2010-03-18,015-20579,41.769688,-76.859822
2010-03-18,015-20630,41.75603,-76.82698
2010-03-18,015-20631,41.756075,-76.826913
2010-03-18,051-24306,39.948347,-79.830655
2010-03-18,059-25409,39.872104,-80.003614
2010-03-18,059-25385,39.818844,-79.976686
2010-03-18,113-20004,41.526458,-76.349466
2010-03-19,015-20578,41.769683,-76.859913
2010-03-19,081-20223,41.249803,-76.500594
2010-03-19,117-20395,41.739075,-77.159841
2010-03-19,117-20396,41.739076,-77.159933
2010-03-19,117-20582,41.777675,-77.335021
2010-03-20,015-20577,41.769677,-76.860005
2010-03-20,015-20419,41.657983,-76.275447
2010-03-20,015-20479,41.778119,-76.681638
2010-03-20,115-20206,41.826332,-76.063324
2010-03-20,115-20259,41.694461,-75.938427
2010-03-20,117-20433,41.73917,-77.159903
2010-03-20,117-20434,41.739134,-77.159981
2010-03-21,117-20435,41.739098,-77.160059
2010-03-22,005-30332,40.833987,-79.673208
2010-03-23,015-20637,41.720725,-76.160511
2010-03-23,015-20619,41.72073,-76.160455
2010-03-23,027-21505,41.073914,-77.980882
2010-03-23,027-21504,41.073923,-77.980921
2010-03-23,027-21503,41.073914,-77.980993
2010-03-23,105-21633,41.87201,-77.916804
2010-03-23,125-23950,40.020044,-80.166083
2010-03-24,015-20612,41.743694,-76.551361
2010-03-24,111-20296,39.743583,-79.357611
2010-03-25,047-24437,41.591503,-78.828473
2010-03-25,105-21618,41.685871,-77.604192
2010-03-25,125-23962,40.010322,-80.018461
2010-03-25,129-28132,40.367694,-79.329277
2010-03-25,129-28295,40.154777,-79.749388
2010-03-25,129-28252,40.243388,-79.781972
2010-03-26,015-20656,41.876833,-76.878775
2010-03-26,015-20657,41.8769,-76.878713
2010-03-26,083-54560,41.679041,-78.498527
2010-03-26,115-20193,41.885045,-76.105912
2010-03-26,117-20583,41.807842,-77.293014
2010-03-26,125-23994,40.305805,-80.234138
2010-03-27,015-20655,41.876766,-76.878838
2010-03-27,059-25303,39.93636,-80.294748
2010-03-28,015-20654,41.876697,-76.8789
2010-03-28,115-20234,41.719505,-76.052186
2010-03-29,051-24314,40.017885,-79.73058
2010-03-29,051-24313,39.958559,-79.840367
2010-03-29,115-20197,41.702372,-75.955194
2010-03-29,115-20198,41.702425,-75.955325
2010-03-29,117-20440,41.788569,-77.018911
2010-03-29,125-23908,40.305833,-80.234194
2010-03-29,125-23909,40.30575,-80.234083
2010-03-30,015-20558,41.763638,-76.245227
2010-03-30,015-20559,41.763636,-76.245283
2010-03-30,125-24026,40.173636,-80.053011
2010-03-31,117-20610,41.895727,-77.379674
2010-03-31,131-20024,41.577036,-76.044366
2010-04-01,015-20279,41.873137,-76.684313
2010-04-01,117-20613,41.78807,-77.215314
2010-04-01,117-20611,41.895744,-77.379624
2010-04-01,117-20612,41.895671,-77.379702
2010-04-02,005-30390,40.867101,-79.548496
2010-04-02,117-20447,41.687536,-76.995183
2010-04-03,117-20450,41.687652,-76.995536
2010-04-04,059-25400,39.988081,-80.109437
2010-04-04,117-20449,41.687613,-76.995419
2010-04-05,063-36637,40.660088,-78.96398
2010-04-05,081-20194,41.344904,-77.267819
2010-04-05,081-20197,41.345068,-77.26781
2010-04-05,105-21614,41.685744,-77.604259
2010-04-05,117-20448,41.687575,-76.995302
2010-04-05,125-24034,40.277833,-80.472277
2010-04-05,125-24035,40.277777,-80.472333
2010-04-06,015-20663,41.780902,-76.361686
2010-04-06,051-24333,40.008283,-79.649969
2010-04-06,115-20279,41.682969,-76.080658
2010-04-06,115-20333,41.75323,-75.938175
2010-04-07,015-20679,41.694527,-76.728666
2010-04-07,015-20289,41.871806,-76.687361
2010-04-07,015-20664,41.780916,-76.361633
2010-04-07,117-20451,41.693875,-76.994511
2010-04-07,117-20452,41.693825,-76.9946
2010-04-08,117-20626,41.644383,-77.409427
2010-04-08,117-20453,41.693775,-76.994688
2010-04-08,125-23943,40.191944,-79.881083
2010-04-09,015-20669,41.950402,-76.899688
2010-04-09,033-26824,41.155368,-78.473679
2010-04-09,053-29710,41.416509,-79.459517
2010-04-09,081-20244,41.27573,-76.650166
2010-04-09,125-24024,40.078527,-80.224333
2010-04-09,125-24023,40.078555,-80.224361
2010-04-09,125-23923,40.151472,-80.415888
2010-04-09,129-28299,40.336877,-79.360163
2010-04-09,129-28297,40.336919,-79.360155
2010-04-09,129-28300,40.336961,-79.36015
2010-04-09,129-28301,40.337,-79.360144
2010-04-09,129-28302,40.337041,-79.360136
2010-04-10,015-20280,41.87357,-76.680269
2010-04-10,015-20402,41.684227,-76.291191
2010-04-10,015-20692,41.684213,-76.291244
2010-04-10,015-20670,41.950411,-76.899561
2010-04-10,033-26810,41.155245,-78.473756
2010-04-10,059-24131,39.804055,-79.968266
2010-04-10,115-20228,41.714661,-75.8847
2010-04-10,117-20569,41.847623,-77.082573
2010-04-11,015-20640,41.681744,-76.343977
2010-04-11,015-20671,41.950422,-76.899433
2010-04-11,115-20496,41.716958,-75.686247
2010-04-11,117-20603,41.769302,-76.998413
2010-04-11,117-20604,41.769305,-76.998466
2010-04-11,117-20454,41.693727,-76.994775
2010-04-11,117-20455,41.693677,-76.994863
2010-04-12,015-20652,41.691897,-76.466025
2010-04-12,015-20672,41.950433,-76.899305
2010-04-12,035-21192,41.220002,-77.763522
2010-04-12,059-25432,39.953416,-80.101944
2010-04-12,117-20476,41.679721,-77.580591
2010-04-12,117-20584,41.856782,-76.981734
2010-04-12,117-20456,41.693627,-76.99495
2010-04-13,005-30391,40.870567,-79.563193
2010-04-13,015-20480,41.691936,-76.466036
2010-04-13,015-20653,41.691858,-76.466011
2010-04-13,019-21663,40.826333,-80.049333
2010-04-13,081-20279,41.298487,-76.606472
2010-04-13,117-20635,41.788034,-77.215292
2010-04-14,019-21686,40.675081,-79.751297
2010-04-14,115-20303,41.685961,-76.06178
2010-04-14,117-20614,41.788103,-77.215214
2010-04-14,117-20624,41.895688,-77.37965
2010-04-15,005-30325,40.812618,-79.57503
2010-04-15,015-20688,41.620502,-76.460847
2010-04-15,015-20689,41.620469,-76.46088
2010-04-15,015-20638,41.773022,-76.668577
2010-04-15,117-20637,41.788064,-77.215192
2010-04-15,117-20630,41.895705,-77.379602
2010-04-15,125-24001,40.151416,-80.415833
2010-04-15,125-24002,40.151361,-80.415805
2010-04-15,125-23922,40.15125,-80.415777
2010-04-15,125-23921,40.15125,-80.415805
2010-04-15,125-23920,40.151305,-80.415833
2010-04-16,117-20636,41.788048,-77.215242
2010-04-16,125-23919,40.151361,-80.415861
2010-04-17,015-20701,41.608355,-76.373486
2010-04-19,059-25431,39.95325,-80.276638
2010-04-19,117-20599,41.754424,-76.986078
2010-04-20,105-21653,41.614718,-77.876531
2010-04-20,115-20342,41.714716,-75.884697
2010-04-20,117-20589,41.790025,-77.330137
2010-04-20,125-23951,40.020052,-80.166044
2010-04-20,125-24109,40.206836,-80.367202
2010-04-20,125-24028,40.206805,-80.367222
2010-04-20,125-23916,40.222166,-80.418444
2010-04-21,005-30381,40.836609,-79.554152
2010-04-21,005-30590,40.677911,-79.381552
2010-04-21,117-20586,41.786972,-77.184639
2010-04-21,117-20641,41.847608,-77.082627
2010-04-21,125-24022,40.206777,-80.367166
2010-04-21,125-24021,40.206777,-80.367111
2010-04-21,125-23913,40.222111,-80.418416
2010-04-21,125-23981,40.222055,-80.418388
2010-04-21,125-23914,40.222055,-80.418416
2010-04-21,125-23917,40.222166,-80.418472
2010-04-21,125-23918,40.222111,-80.418444
2010-04-22,019-21687,40.675025,-79.751125
2010-04-22,019-21664,40.826305,-80.049333
2010-04-22,051-24309,40.102836,-79.793444
2010-04-22,117-20588,41.789581,-77.204587
2010-04-22,125-24110,40.206813,-80.3671
2010-04-22,125-23915,40.222,-80.418416
2010-04-22,125-23980,40.222,-80.418388
2010-04-22,125-23982,40.221944,-80.418361
2010-04-23,115-20235,41.719463,-76.052183
2010-04-23,117-20484,41.688563,-77.527513
2010-04-23,117-20634,41.839793,-77.049194
2010-04-23,117-20605,41.743644,-77.017536
2010-04-23,125-24111,40.206825,-80.36715
2010-04-24,033-26891,41.149801,-78.474229
2010-04-24,059-25437,39.953305,-80.092944
2010-04-24,117-20505,41.797228,-77.244307
2010-04-25,033-26889,41.149862,-78.474382
2010-04-25,117-20593,41.797317,-77.244285
2010-04-26,015-20281,41.871398,-76.692416
2010-04-26,059-25312,40.005258,-80.289013
2010-04-26,059-25311,40.005333,-80.289222
2010-04-26,059-25276,40.005277,-80.289111
2010-04-26,105-21652,41.614746,-77.876459
2010-04-26,115-20240,41.752302,-75.903052
2010-04-27,051-24310,40.102788,-79.793502
2010-04-27,115-20241,41.752383,-75.903052
2010-04-27,117-20371,41.675588,-76.978347
2010-04-28,015-20500,41.83873,-76.846188
2010-04-28,015-20769,41.858908,-76.581269
2010-04-28,115-20250,41.688786,-75.970591
2010-04-29,015-20501,41.83873,-76.84628
2010-04-29,015-20770,41.858869,-76.581255
2010-04-29,081-20224,41.316328,-76.696581
2010-04-29,115-20247,41.775827,-75.946505
2010-04-29,115-20263,41.751397,-75.94503
2010-04-30,005-30572,40.775438,-79.614147
2010-04-30,117-20369,41.67558,-76.978163
2010-05-01,117-20672,41.895711,-77.379725
2010-05-02,117-20370,41.675586,-76.978255
2010-05-03,015-20502,41.838727,-76.846372
2010-05-03,019-21666,40.754602,-79.725958
2010-05-03,115-20262,41.655552,-75.960269
2010-05-03,117-20481,41.688066,-77.528159
2010-05-03,125-23996,40.18935,-79.937494
2010-05-03,125-23997,40.189294,-79.937494
2010-05-03,125-23995,40.189277,-79.9375
2010-05-03,125-24000,40.151472,-80.415861
2010-05-04,015-20503,41.838725,-76.846466
2010-05-04,081-20243,41.275733,-76.650094
2010-05-04,115-20251,41.688708,-75.970616
2010-05-04,117-20562,41.852411,-77.29379
2010-05-05,015-20496,41.839055,-76.846172
2010-05-05,015-20497,41.83905,-76.846263
2010-05-05,105-21651,41.614799,-77.876404
2010-05-05,115-20284,41.75108,-75.867808
2010-05-05,117-20374,41.675319,-76.978416
2010-05-06,015-20498,41.839044,-76.846355
2010-05-06,015-20759,41.751236,-76.735836
2010-05-06,117-20373,41.675313,-76.978325
2010-05-07,015-20499,41.839041,-76.846447
2010-05-07,015-20742,41.913816,-76.890797
2010-05-07,035-21196,41.284158,-77.712413
2010-05-07,035-21194,41.284091,-77.712477
2010-05-07,035-21195,41.284058,-77.712508
2010-05-07,081-20268,41.445776,-77.010852
2010-05-07,117-20623,41.713241,-77.399422
2010-05-08,015-20817,41.78408,-76.311083
2010-05-08,015-20716,41.7841,-76.311033
2010-05-08,015-20557,41.7826,-76.320944
2010-05-08,031-25296,40.999688,-79.447839
2010-05-08,117-20627,41.734559,-77.231864
2010-05-08,125-24058,40.13088,-80.187905
2010-05-09,005-30588,40.677947,-79.381413
2010-05-09,015-20647,41.773013,-76.66863
2010-05-09,125-24099,40.13093,-80.18795
2010-05-09,125-24096,40.130905,-80.187966
2010-05-09,125-24098,40.130902,-80.187886
2010-05-10,015-20620,41.79453,-76.224204
2010-05-10,015-20644,41.613275,-76.36718
2010-05-10,035-21193,41.284125,-77.712444
2010-05-10,051-24325,39.808138,-79.390916
2010-05-10,125-24100,40.130961,-80.188091
2010-05-10,125-24097,40.130938,-80.188027
2010-05-10,125-24127,40.130988,-80.188075
2010-05-10,125-24130,40.130966,-80.188011
2010-05-11,015-20346,41.874617,-76.726056
2010-05-11,015-20645,41.613261,-76.36723
2010-05-11,015-20746,41.914127,-76.890763
2010-05-11,015-20749,41.914075,-76.89103
2010-05-11,059-25389,39.883144,-79.988736
2010-05-11,059-25442,39.883166,-79.98878
2010-05-11,081-20278,41.335305,-77.164608
2010-05-11,117-20606,41.743647,-77.01748
2010-05-11,117-20372,41.675311,-76.978233
2010-05-12,005-30625,40.779916,-79.542775
2010-05-12,015-20621,41.794505,-76.224265
2010-05-12,015-20747,41.914111,-76.89085
2010-05-12,015-20748,41.914091,-76.890938
2010-05-12,059-25393,39.986416,-80.280427
2010-05-12,117-20483,41.688074,-77.528067
2010-05-12,125-24128,40.130986,-80.188155
2010-05-12,125-24129,40.131013,-80.188141
2010-05-13,015-20600,41.621688,-76.449755
2010-05-13,015-20556,41.782641,-76.320958
2010-05-13,015-20743,41.913836,-76.890688
2010-05-13,059-25498,39.988166,-80.109444
2010-05-13,059-25324,39.986444,-80.280527
2010-05-13,059-25323,39.986475,-80.280627
2010-05-13,117-20595,41.758019,-77.410547
2010-05-14,015-20758,41.667355,-76.74083
2010-05-14,035-21174,41.196696,-77.683025
2010-05-14,051-24318,39.733294,-79.801027
2010-05-14,115-20306,41.771436,-75.932994
2010-05-14,117-20414,41.682197,-76.958783
2010-05-15,081-20265,41.343886,-77.258681
2010-05-15,081-20226,41.343843,-77.258818
2010-05-15,081-20264,41.343894,-77.258734
2010-05-15,083-54476,41.671179,-78.253747
2010-05-15,115-20307,41.771477,-75.9329
2010-05-15,117-20673,41.797322,-77.244408
2010-05-15,117-20598,41.77078,-77.409739
2010-05-15,125-24003,40.151416,-80.415861
2010-05-16,015-20744,41.913855,-76.890583
2010-05-16,015-20745,41.913877,-76.890477
2010-05-16,115-20308,41.771394,-75.933088
2010-05-16,117-20674,41.797338,-77.244355
2010-05-17,015-20886,41.794655,-76.224086
2010-05-17,015-20858,41.808963,-76.540219
2010-05-17,117-20680,41.797355,-77.244305
2010-05-17,125-24033,40.277833,-80.472222
2010-05-17,131-20025,41.572598,-76.031756
2010-05-18,015-20822,41.816688,-76.895313
2010-05-18,015-20734,41.808972,-76.540275
2010-05-18,115-20331,41.707602,-75.929072
2010-05-18,117-20675,41.797286,-77.244386
2010-05-19,015-20823,41.816625,-76.89535
2010-05-19,015-20824,41.816563,-76.895388
2010-05-19,027-21658,41.06633,-77.806033
2010-05-19,033-26890,41.163954,-78.471545
2010-05-19,063-36827,40.534091,-79.198463
2010-05-19,115-20239,41.782863,-75.965433
2010-05-19,115-20245,41.782783,-75.96545
2010-05-20,015-20825,41.8165,-76.895427
2010-05-20,015-20421,41.786603,-76.23081
2010-05-20,015-20345,41.872537,-76.733245
2010-05-20,015-20941,41.663275,-76.15973
2010-05-20,027-21657,41.066355,-77.805988
2010-05-20,117-20479,41.680416,-77.579866
2010-05-20,117-20413,41.682202,-76.958691
2010-05-21,015-20562,41.765294,-76.8135
2010-05-21,117-20574,41.74252,-77.12082
2010-05-22,015-20563,41.765341,-76.813386
2010-05-22,081-20222,41.534396,-77.004137
2010-05-22,115-20319,41.697211,-75.865544
2010-05-22,117-20412,41.682211,-76.9586
2010-05-23,015-20422,41.786655,-76.230807
2010-05-23,081-20288,41.536975,-76.993405
2010-05-23,115-20320,41.697366,-75.865619
2010-05-24,015-20772,41.724808,-76.782747
2010-05-24,015-20760,41.751244,-76.735783
2010-05-24,015-20564,41.765388,-76.813275
2010-05-24,027-21619,41.092361,-77.955338
2010-05-24,027-21587,41.059702,-77.826822
2010-05-24,027-21588,41.059722,-77.826775
2010-05-24,027-21591,41.059783,-77.826633
2010-05-24,081-20289,41.536975,-76.993302
2010-05-24,115-20271,41.683011,-76.080655
2010-05-24,117-20411,41.682216,-76.958508
2010-05-25,005-30453,40.70583,-79.409228
2010-05-25,015-20773,41.724813,-76.782902
2010-05-25,015-20641,41.681766,-76.344025
2010-05-25,117-20698,41.812519,-76.911808
2010-05-26,015-20774,41.724813,-76.78293
2010-05-26,015-20423,41.786711,-76.230807
2010-05-26,015-20792,41.876625,-76.276761
2010-05-26,015-20951,41.663233,-76.159719
2010-05-26,051-24328,40.010133,-79.672622
2010-05-26,051-24316,39.935247,-79.853619
2010-05-26,117-20607,41.741011,-77.036908
2010-05-26,117-20699,41.81248,-76.911786
2010-05-27,015-20775,41.724816,-76.783086
2010-05-27,027-21586,41.05968,-77.826869
2010-05-27,027-21589,41.059741,-77.826727
2010-05-27,027-21590,41.059761,-77.82668
2010-05-27,125-23991,40.246361,-80.270277
2010-05-27,125-23992,40.246361,-80.270333
2010-05-27,125-24014,40.246138,-80.270305
2010-05-27,125-24015,40.24625,-80.270305
2010-05-27,125-23993,40.246305,-80.270333
2010-05-27,125-24016,40.246194,-80.270305
2010-05-28,015-20776,41.724819,-76.783205
2010-05-28,111-20286,39.941363,-79.22958
2010-05-30,015-20702,41.608344,-76.373538
2010-05-30,115-20273,41.73888,-76.029472
2010-05-30,117-20421,41.682177,-76.965547
2010-05-31,027-21618,41.092411,-77.955308
2010-06-01,015-20450,41.766163,-76.687319
2010-06-01,081-20296,41.221611,-76.629613
2010-06-01,115-20256,41.650755,-76.04253
2010-06-01,115-20339,41.782238,-75.925294
2010-06-01,117-20482,41.68855,-77.527694
2010-06-02,015-20851,41.868983,-76.858561
2010-06-02,015-20667,41.625583,-76.476583
2010-06-02,015-20376,41.873459,-76.729229
2010-06-03,015-20852,41.86905,-76.858552
2010-06-03,063-36859,40.694566,-78.915102
2010-06-03,117-20420,41.682188,-76.965458
2010-06-04,015-20853,41.869116,-76.858544
2010-06-04,015-20854,41.869186,-76.858536
2010-06-04,117-20679,41.713958,-77.421013
2010-06-05,015-20789,41.752727,-76.251552
2010-06-05,015-20840,41.752744,-76.251602
2010-06-05,115-20296,41.666794,-76.094813
2010-06-05,115-20297,41.666836,-76.094819
2010-06-05,115-20214,41.902665,-75.959436
2010-06-05,117-20703,41.812536,-76.911758
2010-06-05,117-20418,41.6822,-76.965366
2010-06-06,081-20282,41.292704,-77.389062
2010-06-06,081-20256,41.292655,-77.38909
2010-06-06,081-20257,41.292674,-77.38914
2010-06-06,081-20258,41.292691,-77.389187
2010-06-06,081-20281,41.292773,-77.389259
2010-06-06,081-20280,41.292791,-77.389308
2010-06-06,081-20298,41.237861,-76.600611
2010-06-06,117-20419,41.682441,-76.965655
